family_stem,variable_name,label,n_years,years_range,label_drift
a13_a12j,a13_a12j,a13_a12j. Behind in schoolwork or not prepared for a test or class assignment -,2,2013-2014..2014-2015,True
a13_a12k,a13_a12k,"a13_a12k. Bored with or uninterested in school - past 30 days, did you miss scho",2,2013-2014..2014-2015,False
a13_a12l,a13_a12l,"a13_a12l. Were suspended - past 30 days, did you miss school for any of the foll",2,2013-2014..2014-2015,True
a13_a12m,a13_a12m,"a13_a12m. Other reason - past 30 days, did you miss school for any of the follow",2,2013-2014..2014-2015,False
a14,a14,a14. ELP only - Number of years you've been in the English Learner Program acros,9,2015-2016..2023-2024,True
a14,a14c,"a14c. Read English - non-English language at home - How well do you understand,",1,2021-2022..2021-2022,False
a140_a128,a140_a128,"a140_a128. Past 12 months at school, been threatened or injured with a weapon?",1,2020-2021..2020-2021,False
a140_a133,a140_a133,"a140_a133. Because you are gay, lesbian, or bisexual or someone thought you were",3,2021-2022..2023-2024,True
a141_a129,a141_a129,"a141_a129. Past 12 months at school, seen someone carrying a gun, knife, or othe",1,2020-2021..2020-2021,False
a141_a134,a141_a134,"a141_a134. A physical or mental disability - Past 12 months at school, were hara",3,2021-2022..2023-2024,True
a142_a130,a142_a130,"a142_a130. Past 12 months at school, been threatened with harm or injury?",1,2020-2021..2020-2021,False
a142_a135,a142_a135,a142_a135. You are an immigrant or someone thought you were - Past 12 months at,3,2021-2022..2023-2024,True
a143_a131,a143_a131,"a143_a131. Past 12 months at school, been made fun of, insulted, or called names",1,2020-2021..2020-2021,False
a143_a136,a143_a136,"a143_a136. Any other reason - Past 12 months at school, were harassed or bullied",3,2021-2022..2023-2024,True
a144_a132,a144_a132,"a144_a132. Your race, ethnicity, or national origin - Past 12 months at school,",1,2020-2021..2020-2021,False
a144_a137,a144_a137,"a144_a137. Your race, ethnicity, or national origin - Past 12 months, were haras",3,2021-2022..2023-2024,True
a145_a133,a145_a133,"a145_a133. Your religion - Past 12 months at school, were harassed or bullied fo",1,2020-2021..2020-2021,False
a145_a138,a145_a138,"a145_a138. Your religion - Past 12 months, were harassed or bullied by students",3,2021-2022..2023-2024,True
a146_a134,a146_a134,"a146_a134. Your gender - Past 12 months at school, were harassed or bullied for",1,2020-2021..2020-2021,False
a146_a139,a146_a139,"a146_a139. Your gender - Past 12 months, were harassed or bullied by students fr",3,2021-2022..2023-2024,True
a147_a135,a147_a135,"a147_a135. Because you are gay, lesbian, or bisexual or someone thought you were",1,2020-2021..2020-2021,False
a147_a140,a147_a140,"a147_a140. Because you are gay, lesbian, or bisexual or someone thought you were",3,2021-2022..2023-2024,True
a148_a136,a148_a136,"a148_a136. A physical or mental disability - Past 12 months at school, were hara",1,2020-2021..2020-2021,False
a148_a141,a148_a141,"a148_a141. A physical or mental disability - Past 12 months, were harassed or bu",3,2021-2022..2023-2024,True
a149_a137,a149_a137,a149_a137. You are an immigrant or someone thought you were - Past 12 months at,1,2020-2021..2020-2021,False
a149_a142,a149_a142,"a149_a142. You are an immigrant or someone thought you were - Past 12 months, we",3,2021-2022..2023-2024,True
a14_a13,a14_a13,a14_a13. I feel close to people at this school.,5,2010-2011..2014-2015,True
a14a,a14a,a14a. Understand English - non-English language at home - How well do you unders,1,2021-2022..2021-2022,False
a14b,a14b,"a14b. Speak English - non-English language at home - How well do you understand,",1,2021-2022..2021-2022,False
a14d,a14d,"a14d. Write English - non-English language at home - How well do you understand,",1,2021-2022..2021-2022,False
a15,a15,a15. Do you have an IEP (Individualized Education Plan) or get special education,9,2015-2016..2023-2024,True
a150_a138,a150_a138,"a150_a138. Any other reason - Past 12 months at school, were harassed or bullied",1,2020-2021..2020-2021,False
a150_a143,a150_a143,"a150_a143. Any other reason - Past 12 months, were harassed or bullied by studen",3,2021-2022..2023-2024,True
a151_a139,a151_a139,"a151_a139. Past 12 months, other students spread mean rumors or lies, or hurtful",1,2020-2021..2020-2021,False
a151_a144,a151_a144,"a151_a144. Past 12 months, other students spread mean rumors or lies, or hurtful",3,2021-2022..2023-2024,True
a152_a140,a152_a140,a152_a140. Do you consider yourself a member of a gang?,1,2020-2021..2020-2021,False
a152_a145,a152_a145,a152_a145. Do you consider yourself a member of a gang?,3,2021-2022..2023-2024,True
a153_a141,a153_a141,"a153_a141. Past 12 months, did you ever feel so sad or hopeless almost every day",1,2020-2021..2020-2021,False
a153_a146,a153_a146,"a153_a146. Past 12 months, did you ever feel so sad or hopeless almost every day",3,2021-2022..2023-2024,True
a154_a142,a154_a142,"a154_a142. Past 12 months, did you ever seriously consider attempting suicide?",1,2020-2021..2020-2021,False
a154_a147,a154_a147,"a154_a147. Past 12 months, did you ever seriously consider attempting suicide?",3,2021-2022..2023-2024,True
a155_a143,a155_a143,"a155_a143. Past 30 days, I had a hard time breathing because I was anxious.",1,2020-2021..2020-2021,False
a155_a148,a155_a148,"a155_a148. Past 30 days, I had a hard time relaxing.",3,2021-2022..2023-2024,True
a156_a144,a156_a144,"a156_a144. Past 30 days, I worried that I would embarrass myself in front of oth",1,2020-2021..2020-2021,False
a156_a149,a156_a149,"a156_a149. Past 30 days, I felt sad and down.",3,2021-2022..2023-2024,True
a157_a145,a157_a145,"a157_a145. Past 30 days, I was tense and uptight.",1,2020-2021..2020-2021,False
a157_a150,a157_a150,"a157_a150. Past 30 days, I was easily irritated.",3,2021-2022..2023-2024,True
a158_a146,a158_a146,"a158_a146. Past 30 days, I had a hard time relaxing.",1,2020-2021..2020-2021,False
a158_a151,a158_a151,"a158_a151. Past 30 days, It was hard for me to cope and I thought I would panic.",3,2021-2022..2023-2024,True
a159_a147,a159_a147,"a159_a147. Past 30 days, I felt sad and down.",1,2020-2021..2020-2021,False
a159_a152,a159_a152,"a159_a152. Past 30 days, It was hard for me to get excited about anything.",3,2021-2022..2023-2024,True
a15_a14,a15_a14,a15_a14. I am happy to be at this school.,5,2010-2011..2014-2015,True
a16,a16,a16. What time did you go to bed last night?,9,2015-2016..2023-2024,True
a160_a148,a160_a148,"a160_a148. Past 30 days, I was easily irritated.",1,2020-2021..2020-2021,False
a160_a153,a160_a153,a160_a153. Each day I look forward to having a lot of fun.,3,2021-2022..2023-2024,True
a161_a149,a161_a149,"a161_a149. Past 30 days, it was hard for me to cope and I thought I would panic.",1,2020-2021..2020-2021,False
a161_a154,a161_a154,a161_a154. I usually expect to have a good day.,3,2021-2022..2023-2024,True
a162_a150,a162_a150,"a162_a150. Past 30 days, it was hard for me to get excited about anything.",1,2020-2021..2020-2021,False
a162_a155,a162_a155,"a162_a155. Overall, I expect more good things to happen to me than bad things.",3,2021-2022..2023-2024,True
a163_a151,a163_a151,"a163_a151. Past 30 days, I was easily annoyed and sensitive.",1,2020-2021..2020-2021,False
a163_a156,a163_a156,a163_a156. I would describe my satisfaction with my family life as...,3,2021-2022..2023-2024,True
a164_a152,a164_a152,"a164_a152. Past 30 days, I was scared for no good reason.",1,2020-2021..2020-2021,False
a164_a157,a164_a157,a164_a157. I would describe my satisfaction with my friendships as...,3,2021-2022..2023-2024,True
a165_a153,a165_a153,a165_a153. I can work out my problems.,1,2020-2021..2020-2021,False
a165_a158,a165_a158,a165_a158. I would describe my satisfaction with my school experience as...,3,2021-2022..2023-2024,True
a166_a154,a166_a154,a166_a154. I can do most things if I try.,1,2020-2021..2020-2021,False
a166_a159,a166_a159,a166_a159. I would describe my satisfaction with myself as...,2,2021-2022..2023-2024,True
a167_a155,a167_a155,a167_a155. There are many things that I do well.,1,2020-2021..2020-2021,False
a167_a160,a167_a160,a167_a160. I would describe my satisfaction with where I live as...,2,2021-2022..2023-2024,True
a168_a156,a168_a156,a168_a156. There is a purpose to my life.,1,2020-2021..2020-2021,False
a168_a161,a168_a161,a168_a161. How many questions in the survey did you answer honestly?,2,2021-2022..2023-2024,True
a169_a157,a169_a157,a169_a157. I understand my moods and feelings.,1,2020-2021..2020-2021,False
a169_a162,a169_a162,a169_a162. I would describe my satisfaction with my school experience as...,1,2021-2022..2021-2022,False
a16_a15,a16_a15,a16_a15. I feel like I am part of this school.,5,2010-2011..2014-2015,True
a17,a17,a17. Did you eat breakfast today?,9,2015-2016..2023-2024,True
a170_a158,a170_a158,a170_a158. I understand why I do what I do.,1,2020-2021..2020-2021,False
a170_a163,a170_a163,a170_a163. I would describe my satisfaction with myself as...,1,2021-2022..2021-2022,False
a171_a159,a171_a159,a171_a159. When I need help I find someone to talk with.,1,2020-2021..2020-2021,False
a171_a164,a171_a164,a171_a164. I would describe my satisfaction with where I live as...,1,2021-2022..2021-2022,False
a172_a160,a172_a160,a172_a160. Each day I look forward to having a lot of fun.,1,2020-2021..2020-2021,False
a172_a165,a172_a165,a172_a165. How many questions in this survey did you answer honestly?,1,2021-2022..2021-2022,False
a173_a161,a173_a161,a173_a161. I usually expect to have a good day.,1,2020-2021..2020-2021,False
a174_a162,a174_a162,"a174_a162. Overall, I expect more good things to happen to me than bad things.",1,2020-2021..2020-2021,False
a175_a163,a175_a163,a175_a163. I try to work out my problems by talking or writing about them.,1,2020-2021..2020-2021,False
a176_a164,a176_a164,a176_a164. I trust my ability to solve difficult problems.,1,2020-2021..2020-2021,False
a177_a165,a177_a165,a177_a165. On most days I feel grateful.,1,2020-2021..2020-2021,False
a178_a166,a178_a166,a178_a166. On most days I feel thankful.,1,2020-2021..2020-2021,False
a179_a167,a179_a167,a179_a167. On most days I feel appreciative.,1,2020-2021..2020-2021,False
a17_a16,a17_a16,a17_a16. The teachers at this school treat students fairly,5,2010-2011..2014-2015,True
a18,a18,"a18. Past 30 days, how often did you miss an entire day of school for any reason",9,2015-2016..2023-2024,True
a180_a168,a180_a168,a180_a168. There is an adult who really cares about me. - How true do you feel t,1,2020-2021..2020-2021,False
a181_a169,a181_a169,a181_a169. There is an adult who talks with me about my problems. - How true do,1,2020-2021..2020-2021,False
a182_a170,a182_a170,a182_a170. There is an adult who helps me when I am having a hard time. - How tr,1,2020-2021..2020-2021,False
a183_a171,a183_a171,a183_a171. I have a friend my age who really cares about me. - How true do you f,1,2020-2021..2020-2021,False
a184_a172,a184_a172,a184_a172. I have a friend my age who talks with me about my problems. - How tru,1,2020-2021..2020-2021,False
a185_a173,a185_a173,a185_a173. I have a friend my age who helps me when I am having a hard time. - H,1,2020-2021..2020-2021,False
a186_a174,a186_a174,a186_a174. How many questions in this survey did you answer honestly?,1,2020-2021..2020-2021,False
a18_a17,a18_a17,a18_a17. I feel safe in my school.,5,2010-2011..2014-2015,True
a19,a19,a19. How many days a week do you usually go to your school's afterschool program,9,2015-2016..2023-2024,True
a19_a18,a19_a18,a19_a18. I try hard to make sure that I am good at my schoolwork.,5,2010-2011..2014-2015,True
a2,a2,a2. What grade are you in?,4,2020-2021..2023-2024,False
a20,a20,"a20. Past 30 days, how many weekdays in an average week did you participate in s",9,2015-2016..2023-2024,True
a20,a20c,"a20c. Were being bullied or mistreated at school - Past 30 days, did you miss a",3,2016-2017..2018-2019,True
a20_a19,a20_a19,a20_a19. I try hard at school because I am interested in my work.,5,2010-2011..2014-2015,True
a20a,a20a,"a20a. Does not apply, I didn't miss any school - Past 30 days, did you miss a da",3,2016-2017..2018-2019,True
a20b,a20b,"a20b. Illness, including problems with breathing or your teeth - Past 30 days, d",3,2016-2017..2018-2019,True
a20d,a20d,"a20d. Felt very sad, hopeless, anxious, stressed, or angry - Past 30 days, did y",3,2016-2017..2018-2019,True
a20e,a20e,"a20e. Didn't get enough sleep - Past 30 days, did you miss a day of school for a",3,2016-2017..2018-2019,True
a20f,a20f,"a20f. Didn't feel safe at school or going to and from school - Past 30 days, did",3,2016-2017..2018-2019,True
a20g,a20g,"a20g. Had to take care of or help a family member or friend - Past 30 days, did",3,2016-2017..2018-2019,False
a20h,a20h,"a20h. Wanted to spend time with friends - Past 30 days, did you miss a day of sc",3,2016-2017..2018-2019,True
a20i,a20i,"a20i. Used alcohol or drugs - Past 30 days, did you miss a day of school for any",3,2016-2017..2018-2019,True
a20j,a20j,a20j. Were behind in schoolwork or weren't prepared for a test or class assignme,3,2016-2017..2018-2019,False
a20k,a20k,"a20k. Were bored with or uninterested in school - Past 30 days, did you miss a d",3,2016-2017..2018-2019,True
a20l,a20l,"a20l. Had no transportation to school - Past 30 days, did you miss a day of scho",3,2016-2017..2018-2019,True
a20m,a20m,"a20m. Other reason - Past 30 days, did you miss a day of school for any of the f",3,2016-2017..2018-2019,True
a21,a21,"a21. On the average weekday, how much of your day did you spend learning and com",9,2015-2016..2023-2024,True
a21,a21c,"a21c. Felt very sad, hopeless, anxious, stressed, or angry - past 30 days, did y",1,2015-2016..2015-2016,False
a21_a20,a21_a20,a21_a20. I work hard to try to understand new things at school.,5,2010-2011..2014-2015,True
